"","accuracy_delta","accuracy_derived","accuracy_original","feature","class","general.attrtoinst","general.cattonum","general.freqclass.mean","general.freqclass.sd","general.insttoattr","general.nrattr","general.nrbin","general.nrcat","general.nrclass","general.nrinst","general.nrnum","general.numtocat","statistical.cancor.mean","statistical.cancor.sd","statistical.gravity","statistical.cor.mean","statistical.cor.sd","statistical.cov.mean","statistical.cov.sd","statistical.nrdisc","statistical.eigenvalues.mean","statistical.eigenvalues.sd","statistical.gmean.mean","statistical.gmean.sd","statistical.hmean.mean","statistical.hmean.sd","statistical.iqrange.mean","statistical.iqrange.sd","statistical.kurtosis.mean","statistical.kurtosis.sd","statistical.mad.mean","statistical.mad.sd","statistical.max.mean","statistical.max.sd","statistical.mean.mean","statistical.mean.sd","statistical.median.mean","statistical.median.sd","statistical.min.mean","statistical.min.sd","statistical.nrcorattr","statistical.nrnorm","statistical.nroutliers","statistical.range.mean","statistical.range.sd","statistical.sd.mean","statistical.sd.sd","statistical.sdratio","statistical.skewness.mean","statistical.skewness.sd","statistical.sparsity.mean","statistical.sparsity.sd","statistical.tmean.mean","statistical.tmean.sd","statistical.var.mean","statistical.var.sd","statistical.wlambda","model.based.leaves","model.based.leavesbranch.mean","model.based.leavesbranch.sd","model.based.leavescorrob.mean","model.based.leavescorrob.sd","model.based.leaveshomo.mean","model.based.leaveshomo.sd","model.based.leavesperclass.mean","model.based.leavesperclass.sd","model.based.nodes","model.based.nodesperattr","model.based.nodesperinst","model.based.nodesperlevel.mean","model.based.nodesperlevel.sd","model.based.nodesrepeated.mean","model.based.nodesrepeated.sd","model.based.treedepth.mean","model.based.treedepth.sd","model.based.treeimbalance.mean","model.based.treeimbalance.sd","model.based.treeshape.mean","model.based.treeshape.sd","model.based.varimportance.mean","model.based.varimportance.sd"
"Na_diff_Mg",-1.34575569358176,74.5070895288287,75.8528452224104,"Na_diff_Mg",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,14.9384154869622,0.251165854543436,0.227377197175286,0.720071128791412,3.66705138495345,5,13.0314528283759,58.1927967317758,NA,NA,9.96975884324238,29.5155489065789,1.12271488741256,1.56313850841825,16.0724870030059,30.3016038535708,0.48976355208495,0.480890538901399,23.4213087645782,41.6978667610678,10.7524475979918,29.3288021187391,10.4978719871909,29.4077508316531,7.58445200508163,28.7976987027446,0.153513513513513,0,71,15.8368567594966,31.9189557278291,1.865266366667,3.11148171388401,NA,1.72875465478048,3.07556114424817,0.0095688279099913,0.0229730288356883,10.5109949641869,29.3892864672589,13.0314528283759,48.3666456279843,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0178571428571429,0.0147874464239315
"Na_sum_K",-1.34575569358178,74.5070895288287,75.8528452224104,"Na_sum_K",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.2502749805166,0.253156519911259,0.229332561475814,0.740752528617257,3.67307093905277,5,13.0658989126489,58.2341452389107,NA,NA,9.92457885064064,29.5121198222753,1.13854822074589,1.56447887252224,15.9228096786056,30.3508112002379,0.494013672084951,0.48229256579393,23.3966420979116,41.7009267426435,10.7100264141912,29.3264816172987,10.4456719871909,29.4052847483944,7.5527186717483,28.7951729740235,0.156756756756757,0,71,15.8439234261633,31.9173029956895,1.87783281234642,3.10943032306194,NA,1.72086872795317,3.07581871959263,0.00955189519688153,0.0229781683590636,10.461680092392,29.3867614474023,13.0658989126489,48.3587424681015,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0178571428571429,0.0150495187874052
"Na_sum_Al",-1.34575569358178,74.5070895288287,75.8528452224104,"Na_sum_Al",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.2108004346338,0.251896092101205,0.228649996200117,0.735984583101863,3.67285019979983,5,13.0627630049661,58.2292296120004,NA,NA,9.91212960428529,29.5102385661105,1.13614822074589,1.56506934441626,16.068326387486,30.3037422334033,0.49203687208495,0.482000180153121,23.4167754312449,41.6985134526635,10.6973884079606,29.324876406502,10.4344053205243,29.4038158730344,7.5427186717483,28.7938188014651,0.156396396396396,0,71,15.8740567594966,31.9089015842441,1.8762004293407,3.10991792179666,NA,1.73703223951508,3.07361471197281,0.00956613406926929,0.0229739066939498,10.4503826564946,29.3852855010507,13.0627630049661,48.3595402057751,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0146831102002785
"K_diff_Ca",-1.34980237154149,74.503042850869,75.8528452224104,"K_diff_Ca",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.2627787405893,0.252072953454405,0.226908893061324,0.727377071672517,3.67123909842845,5,13.0361394228211,58.2186002941992,NA,NA,10.2098436826284,29.4443173214556,1.12981488741256,1.5652661218598,15.9954926757689,30.3340321907236,0.48887399208495,0.480230043868735,23.6626420979116,41.6085394900684,11.0082239219793,29.2425085295924,10.7381386538576,29.326962032591,7.9139186717483,28.6644594197253,0.154234234234234,0,71,15.7487234261633,31.9294420933191,1.86657343800053,3.11145057583275,NA,1.75178214893623,3.06587953201102,0.00957380115440117,0.022971348305536,10.7558503488022,29.3073172843126,13.0361394228211,48.3656814924078,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0178571428571429,0.015060366275111
"Si_diff_Ba",-1.3695652173913,74.4832800050191,75.8528452224104,"Si_diff_Ba",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.269732593356,0.254616610100068,0.229152958025092,0.741375001922366,3.67290276131559,5,13.0643381218397,58.2342754123449,NA,NA,9.1430960468041,28.5955045988715,1.13511488741256,1.56523621415002,15.9545183943356,30.3451413426743,0.492531072084951,0.482131826142313,22.6475754312449,41.2561983040521,9.92907999674568,28.4254814315952,9.6607386538576,28.4934351278207,6.81085200508163,27.9563029882761,0.158918918918919,0,71,15.8367234261633,31.9189857522939,1.87699436103855,3.10968902543888,NA,1.77280136539724,3.04532922392867,0.00956473023678036,0.0229743551385799,9.6778606052125,28.4766949950698,13.0643381218397,48.3591414742998,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0149716944149213
"Mg_mult_Ba",-1.3695652173913,74.4832800050191,75.8528452224104,"Mg_mult_Ba",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,7.73180868062446e-16,15.2839231818126,0.256365228751643,0.230304422241276,0.745232223437486,3.672706670647,5,13.0708422849062,58.235638661135,NA,NA,10.1092668623852,29.4925075290451,1.14744822074589,1.55980603513216,15.4256938957121,30.1051088062786,0.50053711208495,0.478816591169925,23.5744287645783,41.6537038639883,10.8938448814809,29.302393562896,10.6296719871909,29.3822058021244,7.69965200508163,28.7842266968956,0.161801801801802,0,71,15.8747767594966,31.9086740029048,1.88099931736498,3.10829598092684,NA,1.65537522152487,3.01722346023611,0.00876875721555441,0.0222213424735117,10.6459508616228,29.363595849419,13.0708422849062,48.3574530975082,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0149716944149213
"RI_div_Ba",-1.3695652173913,74.4832800050191,75.8528452224104,"RI_div_Ba",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,3.23682852456947e-16,15.2538143296355,0.25936935325006,0.229362351607557,0.742144224065963,3.67245990303455,5,12.9609352528351,58.2476882589243,NA,NA,10.1092668623852,29.4925075290451,1.14744822074589,1.55980603513216,15.6475137106649,30.2927292645739,0.50053711208495,0.478816591169925,23.3160154312449,41.7030877655705,10.8850293518681,29.3055767753716,10.6296719871909,29.3822058021244,7.69965200508163,28.7842266968956,0.162162162162162,0,71,15.6163634261633,31.9099796185763,1.85053887990411,3.10890847928432,NA,1.67447152774954,3.04564998277072,0.00929778608965371,0.0229473188639931,10.6459508616228,29.363595849419,12.9609352528352,48.376928548999,NA,37,6.54054054054054,2.21854049364034,0.027027027027027,0.0430416298859761,1168.76998556999,1711.6875767798,0.166666666666667,0.11263062918942,36,0.514285714285714,0.168224299065421,3.27272727272727,2.00454030096225,1.63636363636364,1.49747261825525,5.64383561643836,2.47975056436966,0.0922009987064716,0.11177569016495,0.114363386824324,0.110264034168959,0.0178571428571429,0.0157418794115937
"Mg_div_K",-1.40347575130183,74.4493694711086,75.8528452224104,"Mg_div_K",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,4.00296604248672e-16,13.6730888175057,0.256032387195184,0.230190885198087,0.576152730919148,2.38881594083422,5,8.64810010160368,37.3861401088278,NA,NA,10.1092668623852,29.4925075290451,1.08872492629621,1.51787941898338,15.4528242775866,30.1348703912951,0.472391413125012,0.443624524598446,21.1863754312449,37.1663352584578,10.7744217852661,29.3281459107574,10.554110546513,29.4024203793105,7.69965200508163,28.7842266968956,0.161081081081081,0,71,13.4867234261633,25.0439133824058,1.6468262359035,2.4528107395388,NA,1.66606225224472,3.03430577740336,0.00957380115440117,0.022971348305536,10.577766624766,29.382546625959,8.64810010160368,30.7408227402674,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0178571428571429,0.0150108310076572
"Al_div_Ca",-1.44488361879665,74.4079616036138,75.8528452224104,"Al_div_Ca",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,0.999999999999999,6.00444906373008e-16,15.283932189469,0.252309390509408,0.228654846396681,0.74797776514804,3.6722568251038,5,13.0766160787622,58.2348602607662,NA,NA,10.1074259016233,29.493142657515,1.1466693823523,1.56037163853736,15.9841143990995,30.3375450430233,0.499984876148064,0.479376821816536,23.6450920695186,41.6186764725178,10.893197379718,29.3026343332994,10.6275986072861,29.3829603855913,7.699222375452,28.7843429267223,0.156036036036036,0,71,15.9458696940666,31.880027472349,1.88888256145487,3.10438966905875,NA,1.72347354307844,3.07590588991817,0.00959745958852238,0.022962289707186,10.6438108658853,29.3643761856596,13.0766160787622,48.3558978022068,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0149716944149213
"K_mult_Ba",-1.69772256728777,74.1551226551227,75.8528452224104,"K_mult_Ba",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,7.08718935471736e-16,15.2839145039103,0.256167080426969,0.230015300232089,0.746331198130011,3.6725377557566,5,13.0740053256929,58.2351935012152,NA,NA,10.1092668623852,29.4925075290451,1.14744822074589,1.55980603513216,15.3786516445113,30.0489625619196,0.50053711208495,0.478816591169925,23.5988980979116,41.6426233050061,10.8944484702659,29.3021681270104,10.6296719871909,29.3822058021244,7.69965200508163,28.7842266968956,0.16036036036036,0,71,15.89924609283,31.9001945056283,1.88384910153879,3.10706222944216,NA,1.65169413999862,3.01064060491512,0.00904177211655461,0.0227100232744995,10.6459508616228,29.363595849419,13.0740053256929,48.3566076477792,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0149716944149213
"Al_diff_Si",-1.76293995859213,74.0899052638183,75.8528452224104,"Al_diff_Si",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.2701085862716,0.254605376875159,0.229135754275108,0.741809997133443,3.67287422855127,5,13.0653029955472,58.2343515004923,NA,NA,11.0585188487599,27.9454593267499,1.13664822074589,1.56496972724791,15.9834184526952,30.3377492240656,0.492926432084951,0.48220902826197,24.5382420979116,40.3601280975265,11.8448388752504,27.7163550879326,11.5803386538576,27.8067592303913,8.70058533841496,27.1245066131379,0.158198198198198,0,71,15.8376567594966,31.9187746795119,1.87750595057323,3.10953324924357,NA,1.73105811289137,3.07519197004487,0.00956401338614771,0.022974581745151,11.5964595795715,27.7870072382563,13.0653029955472,48.3588952688134,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0149716944149213
"Na_div_Ca",-1.7786561264822,74.0741890959282,75.8528452224104,"Na_div_Ca",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,5.43895982204207e-16,15.2834605499554,0.252292828611917,0.227428072645544,0.746178039198932,3.6725582280267,5,13.0758741062369,58.2347220986073,NA,NA,10.089440708161,29.498881259848,1.14516693897943,1.56137761364038,16.012445094766,30.3281877710682,0.498784703118797,0.480423543246427,23.6181949801171,41.6331016691224,10.8750056532219,29.308947684239,10.6090258883758,29.3892163565499,7.68983025820106,28.7867602892922,0.155315315315315,0,71,15.928364721916,31.8882163709398,1.88654060248733,3.10571160754834,NA,1.74176527576311,3.07172921504679,0.0095977835059985,0.0229621534733206,10.6253898096825,29.3705957957959,13.0758741062369,48.3561006447807,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0149716944149213
"K_sum_Ca",-1.78053830227742,74.072306920133,75.8528452224104,"K_sum_Ca",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.2820878775786,0.252214644101902,0.227542350022844,0.732954056126141,3.67257111965261,5,13.0518730600171,58.2272426446772,NA,NA,9.98527725684821,29.5154975601539,1.13581488741256,1.56512891700798,15.998566431889,30.3330267481149,0.49243223208495,0.482108621548688,23.4355754312449,41.6955837756893,10.7693715855307,29.328408961696,10.5085386538576,29.4073765189352,7.61098533841496,28.7977428550015,0.155675675675676,0,71,15.82459009283,31.921538289955,1.87163598960472,3.1109307803347,NA,1.71681668203979,3.07534532853739,0.00956254874168964,0.0229750397244264,10.5243057334176,29.3888755787306,13.0518730600171,48.3621887404023,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0178571428571429,0.0149573609638559
"Mg_div_Al",-1.80030114812723,74.0525440742832,75.8528452224104,"Mg_div_Al",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,7.65168414856311e-16,15.2299024334213,0.252727924984563,0.228648298785351,0.721542776915421,3.65355208078049,5,13.038911060218,58.1291806125175,NA,NA,10.1092668623852,29.4925075290451,1.12534040712866,1.56421489664941,15.9783733693906,30.3391925728457,0.48685597197187,0.478256017247855,23.4806283048081,41.6859044304807,10.8655179543026,29.3118947527791,10.5979277518383,29.3925225066633,7.69965200508163,28.7842266968956,0.155675675675676,0,71,15.7809762997265,31.927779090812,1.86738223145029,3.11141012534886,NA,1.7256750507334,3.07584707493497,0.00958087846375367,0.0229688228449047,10.6157958411415,29.3734821356783,13.038911060218,48.3650948356885,NA,44,7.34090909090909,2.74449285202187,0.0227272727272727,0.0425135220688793,3532.05545565546,6619.62285032304,0.166666666666667,0.100275103683481,43,0.614285714285714,0.200934579439252,3.30769230769231,1.88788309068718,1.72,1.45830952361516,6.4367816091954,2.95588159998776,0.0726218115560748,0.0865632469834217,0.0932894620028409,0.105892987002287,0.0188679245283019,0.0159023603086667
"Mg_diff_Ca",-1.80434782608694,74.0484973963235,75.8528452224104,"Mg_diff_Ca",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.1552083363832,0.251870583100878,0.225617539555175,0.711980838167303,3.66215962539482,5,12.997646005712,58.1671487411882,NA,NA,10.1841612632572,29.4591450094537,1.11458155407923,1.55763723776228,16.0446451755893,30.3150728729301,0.48521691208495,0.47616209141633,23.6827754312449,41.5962048763089,10.9790575668391,29.2610620994601,10.6994719871909,29.3502092684135,7.9155186717483,28.6630991163501,0.153513513513513,0,71,15.7672567594966,31.9287932082592,1.85736110113319,3.11076852616103,NA,1.76869692212705,3.0502297095702,0.00958331891525453,0.0229679155103131,10.7204575282894,29.3289164328622,12.997646005712,48.3725637693542,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0149716944149213
"Si_diff_Ca",-1.80434782608694,74.0484973963235,75.8528452224104,"Si_diff_Ca",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.280472317375,0.25245557298033,0.227254848616358,0.728224743323089,3.67101181411734,5,13.0355430831841,58.2184240802398,NA,NA,9.26069561692717,28.8397576548385,1.12684822074589,1.5646793263446,15.9946582909116,30.3343009767222,0.48847863208495,0.479895430984432,22.7362420979116,41.3636471486924,10.0461722085837,28.6670077983909,9.7733386538576,28.7276987654449,6.98005200508163,28.2820851063528,0.155315315315315,0,71,15.75619009283,31.9292803444634,1.86640307063834,3.11145703155592,NA,1.77208090192508,3.04622081355271,0.00957775229029735,0.0229699577865865,9.79180316931506,28.7133501500137,13.0355430831841,48.365806115968,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.59090909090909,1.29684932888065,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0178571428571429,0.0150562351297234
"Ca_sum_Ba",-1.80434782608694,74.0484973963235,75.8528452224104,"Ca_sum_Ba",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.2821702985765,0.251776600004699,0.226558251725885,0.729401528796835,3.67185965428773,5,13.0485105628617,58.221180049941,NA,NA,9.9899115050909,29.5153603624829,1.12874822074589,1.56510503677636,15.9855369070096,30.3371238689024,0.48788559208495,0.479345980403746,23.4337087645782,41.6959038711945,10.7736650434747,29.3281895941039,10.5130053205243,29.4071312466165,7.61138533841496,28.7977291125736,0.154954954954955,0,71,15.8223234261633,31.921975735246,1.87044262378429,3.11111047687428,NA,1.7165683372364,3.07530293782477,0.00956749944059415,0.0229734645997831,10.5280277846997,29.3886776012106,13.0485105628618,48.362968337519,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0178571428571429,0.0149621594333032
"Mg_mult_Al",-1.80434782608694,74.0484973963235,75.8528452224104,"Mg_mult_Al",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,4.15407418105522e-16,15.1029884683458,0.252026945243736,0.227801614075953,0.719030659177911,3.66795840606368,5,13.0192714699871,58.1980641278146,NA,NA,10.1092668623852,29.4925075290451,1.11353322074589,1.55668862408301,16.0877021251631,30.2934078441765,0.48059218848495,0.467824906148891,23.5279754312449,41.6716866361957,10.8483111307021,29.3166353627684,10.5743426538576,29.398475692822,7.69965200508163,28.7842266968956,0.156036036036036,0,71,15.8283234261633,31.9207907524144,1.8621563770446,3.11138576562269,NA,1.75408574755189,3.06417598624252,0.00957934362558084,0.022969383896846,10.5936218975202,29.379228652438,13.0192714699871,48.3689879038758,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0149716944149213
"Ba_div_Fe",-1.80434782608695,74.0484973963235,75.8528452224104,"Ba_div_Fe",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,5.14789238764452e-16,15.2828148568082,0.257548603208819,0.230010869753196,0.697531790360037,3.47892618356726,5,12.5956173746704,57.2459644864056,NA,NA,10.1092668623852,29.4925075290451,1.14744822074589,1.55980603513216,14.1172985865743,26.1774551459477,0.50053711208495,0.478816591169925,22.5730420979116,41.1542779361885,10.8852898750518,29.3054856367107,10.6296719871909,29.3822058021244,7.69965200508163,28.7842266968956,0.161801801801802,0,71,14.87339009283,31.0028704881625,1.80973498363148,3.07350436001609,NA,1.59220533234768,2.85188215118009,0.0087089539515258,0.0220804160908468,10.6459508616228,29.363595849419,12.5956173746704,48.3033819409061,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0149716944149213
"Al_sum_Ca",-1.82599284773197,74.0268523746785,75.8528452224104,"Al_sum_Ca",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.2820342001068,0.251849155533804,0.226515403428904,0.728753883447139,3.67147857224349,5,13.0512726901635,58.2182390513922,NA,NA,9.97258392148469,29.5155863507748,1.13588155407923,1.56511744013647,16.0067440494386,30.3302348080413,0.49233339208495,0.482083854901339,23.4238420979116,41.6974888349948,10.7567335793002,29.3287736819576,10.4964053205243,29.4077789935717,7.60645200508163,28.7978686924551,0.154954954954955,0,71,15.81739009283,31.9228849480937,1.87141724073376,3.1109663595825,NA,1.71975968925417,3.07573003054817,0.00956254874168964,0.0229750397244264,10.5118318872638,29.3892743133133,13.0512726901635,48.3623292580501,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.59090909090909,1.29684932888065,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0178571428571429,0.0149599831399092
"Al_sum_K",-1.82599284773197,74.0268523746785,75.8528452224104,"Al_sum_K",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.273586078994,0.253220329575912,0.228823404715319,0.738257550821759,3.67177958768711,5,13.0648571581845,58.2258843762582,NA,NA,10.0878812824674,29.4993389872931,1.14111488741256,1.56353317258712,15.6534283667176,30.296003841853,0.49579279208495,0.482021946950927,23.5297087645782,41.6710874177649,10.8695323331943,29.3106767134422,10.6044719871909,29.3906120673217,7.69538533841496,28.7853590543691,0.155675675675676,0,71,15.8343234261633,31.9195188518133,1.8772669706805,3.10960682515826,NA,1.68743262647734,3.0595677129028,0.00954619964792642,0.0229796948650448,10.6205313744433,29.3720876564894,13.0648571581845,48.3590092169645,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0178571428571429,0.0150055945667519
